# CVS $Revision: 1.1 $ $Author: eddyanthony $ -- Sun Aug 28 10:39:54 2005 -- reformated by prettylst.pl v1.35 (build 469)
SOURCELONG:Legends of Excalibur - Arthurian Adventures|SOURCESHORT:LOE|SOURCEWEB:http://www.rpgobjects.com/index.php?page=ex

# Spell Name					Classes of caster
Summon Swarm.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=2
Sunbeam.MOD						CLASSES:Minstrel=7
Sunburst.MOD					CLASSES:Hedge Mage,Minstrel=8
Symbol of Death.MOD				CLASSES:Hedge Mage,Hermit,Priest=8
Symbol of Fear.MOD				CLASSES:Hermit,Priest=6
Symbol of Insanity.MOD				CLASSES:Hedge Mage,Hermit,Priest=8
Symbol of Pain.MOD				CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Priest=5
Symbol of Persuasion.MOD			CLASSES:Hedge Mage,Hermit,Priest=6
Symbol of Sleep.MOD				CLASSES:Hedge Mage,Red Knight=5
Symbol of Stunning.MOD				CLASSES:Hedge Mage,Hermit,Priest=7
Symbol of Weakness.MOD				CLASSES:Hedge Mage,Hermit,Priest=7
Sympathy.MOD					CLASSES:Hedge Mage=8|Minstrel=9
Telekinesis.MOD					CLASSES:Hedge Mage,Red Knight=5
Teleport (Greater).MOD				CLASSES:Hedge Mage=7
Teleport Object.MOD				CLASSES:Hedge Mage=7
Teleport.MOD					CLASSES:Hedge Mage,Red Knight=5
Teleportation Circle.MOD			CLASSES:Hedge Mage=9
Temporal Stasis.MOD				CLASSES:Hedge Mage=8
Tongues.MOD						CLASSES:Hedge Mage,Red Knight=3|Hermit,White Knight,Priest=4
Touch of Fatigue.MOD				CLASSES:Hedge Mage,Red Knight=0
Touch of Idiocy.MOD				CLASSES:Hedge Mage,Red Knight=2
Transmute Metal to Wood.MOD			CLASSES:Minstrel=7
Transmute Mud to Rock.MOD			CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=5
Transmute Rock to Mud.MOD			CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=5
Transport via Plants.MOD			CLASSES:Minstrel=6
Trap the Soul.MOD					CLASSES:Hedge Mage=8
Tree Shape.MOD					CLASSES:Minstrel,Blue Knight=2
Tree Stride.MOD					CLASSES:Minstrel=5
True Resurrection.MOD				CLASSES:Hermit,Priest=9
True Seeing.MOD					CLASSES:Hedge Mage=6|Hermit,Priest=5|Minstrel=7
True Strike.MOD					CLASSES:Hedge Mage,Red Knight=1
Unhallow.MOD					CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=5
Unseen Servant.MOD				CLASSES:Hedge Mage,Red Knight=1
Veil.MOD						CLASSES:Hedge Mage=6
Ventriloquism.MOD					CLASSES:Hedge Mage,Red Knight=1
Virtue.MOD						CLASSES:Crusader=1|Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Vision.MOD						CLASSES:Hedge Mage=7
Wail of the Banshee.MOD				CLASSES:Hedge Mage=9
Wall of Fire.MOD					CLASSES:Hedge Mage,Red Knight=4|Minstrel,Blue Knight=5
Wall of Ice.MOD					CLASSES:Hedge Mage,Red Knight=4
Wall of Iron.MOD					CLASSES:Hedge Mage=6
Wall of Stone.MOD					CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Priest=5|Minstrel=6
Wall of Thorns.MOD				CLASSES:Minstrel,Blue Knight=5
Warp Wood.MOD					CLASSES:Minstrel,Blue Knight=2
Water Breathing.MOD				CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=3
Water Walk.MOD					CLASSES:Hermit,White Knight,Priest=3
Waves of Exhaustion.MOD				CLASSES:Hedge Mage=7
Waves of Fatigue.MOD				CLASSES:Hedge Mage,Red Knight=5
Web.MOD						CLASSES:Hedge Mage,Red Knight=2
Weird.MOD						CLASSES:Hedge Mage=9
Whirlwind.MOD					CLASSES:Minstrel=8
Whispering Wind.MOD				CLASSES:Hedge Mage,Red Knight=2
Wind Walk.MOD					CLASSES:Hermit,Priest=6|Minstrel=7
Wind Wall.MOD					CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=3
Wish.MOD						CLASSES:Hedge Mage=9
Wood Shape.MOD					CLASSES:Minstrel,Blue Knight=2
Word of Recall.MOD				CLASSES:Hermit,Priest=6|Minstrel=8
Zone of Truth.MOD					CLASSES:Crusader,Hermit,White Knight,Priest=2
